2.7175	4.698029504000001
2.7525	4.88666096
2.7875	4.777082
2.8225	3.2486082240000003
2.8575	2.453355344
2.8925	3.160263064
2.9275	1.278801944
2.9625	1.27331672
2.9975	2.623899368
3.0325	1.621224688
3.0675	0.48138175200000005
3.1025	0.20124203200000002
3.1375	0.0
3.1725	0.902543192
3.2075	0.896175144
3.2425	1.597267104
3.2775	1.654274104
3.3125	1.526904776
3.3475	1.6333582880000002
3.3825	2.485329472
3.4175	2.479614128
3.4525	3.463611432
3.4875	2.853140728
3.5225	3.279875256
3.5575	2.4635140960000004
3.5925	4.164360304000001
3.6275	3.8633675280000004
3.6625	4.07065544
3.6975	3.6194235920000004
3.7325	2.567398632
3.7675	3.4685150800000004
3.8025	3.303385152
3.8375	3.41098508
3.8725	4.735371704
3.9075	5.661972896
3.9425	5.505608448
3.9775	5.447091024000001
4.0125	5.889933952000001
4.0475	6.613640432
4.0825	6.369169312
4.1175	5.937342856000001
4.1525	6.395859048000001
4.1875	7.296193088000001
4.2225	7.457055336
4.2575	7.6128549439999995
4.2925	8.866569624
4.3275	9.024967496
4.3625	8.768300016
4.3975	6.857990216000001
4.4325	5.757322072000001
4.4675	5.923991711999999
4.5025	6.7102992
4.5375	7.5275641040000005
4.5725	8.217965944
4.6075	8.046693904
4.6425	8.721970584000001
4.6775	7.61605152
4.7125	7.623252184
4.7475	8.761111904
4.7825	9.449425928
4.8175	7.618658152
4.8525	7.62891732
4.8875	8.074789464
4.9225	7.770223552
4.9575	8.91867716
4.9925	9.845922688000002
5.0275	12.13843252
5.0625	11.263491176
5.0975	11.02875204
5.1325	10.9065374
5.1675	9.850600400000001
5.2025	10.312798512
5.2375	10.780067632
5.2725	11.950353352
5.3075	12.027916344000001
5.3425	12.912183824
5.3775	13.083133696
5.4125	12.718841184
5.4475	12.984110968
5.4825	12.186502496
5.5175	12.340051112
5.5525	12.1217802
5.5875	13.717281656
5.6225	13.781786384
5.6575	14.072218744
5.6925	13.546185344000001
5.7275	13.760740864
5.7625	13.882758856
5.7975	14.601314832
5.8325	15.132749776
5.8675	14.388403624
5.9025	14.951616048000002
5.9375	16.011636632000002
5.9725	17.137546848
6.0075	16.963362744
6.0425	17.084418416000002
6.0775	18.843037296
6.1125	18.86898228
6.1475	18.630582144
6.1825	19.017740216
6.2175	18.716504768
6.2525	17.68771356
6.2875	18.917704960000002
6.3225	18.813757664
6.3575	20.080367432000003
6.3925	20.151867808
6.4275	22.569299328000003
6.4625	21.033160464
6.4975	22.259038992
6.5325	21.374118808000002
6.5675	21.41300072
6.6025	21.444991584
6.6375	23.402940408
6.6725	21.870977176
6.7075	21.341634232
6.7425	22.929621224
6.7775	22.332698312
6.8125	22.642866599999998
6.8475	23.5913794
6.8825	25.030541512
6.9175	23.191903632
6.9525	23.652859096
6.9875	23.951605064000002
7.0225	23.148214304
7.0575	22.898412768
7.0925	23.64104348
7.1275	23.974035488
7.1625	24.658094384
7.1975	26.169802872
7.2325	25.972552376
7.2675	26.774696304000003
7.3025	28.601280080000002
7.3375	28.442158376
7.3725	28.487864392000002
7.4425	28.7474272
7.4775	29.23689244
7.5125	28.5396916
7.5475	28.785141776
7.5825	28.789480584
7.6175	28.905164000000003
7.6525	29.102904024
7.7575	28.92706724
7.7925	29.063143472000004
