#Coor		Free	+/-		Prob		+/-
1.820667	inf	-nan	0.000000	-nan
1.862000	inf	-nan	0.000000	-nan
1.903333	inf	-nan	0.000000	-nan
1.944667	inf	-nan	0.000000	-nan
1.986000	inf	-nan	0.000000	-nan
2.027333	inf	-nan	0.000000	-nan
2.068667	inf	-nan	0.000000	-nan
2.110000	inf	-nan	0.000000	-nan
2.151333	inf	-nan	0.000000	-nan
2.192667	inf	-nan	0.000000	-nan
2.234000	inf	-nan	0.000000	-nan
2.275333	inf	-nan	0.000000	-nan
2.316667	inf	-nan	0.000000	-nan
2.358000	inf	-nan	0.000000	-nan
2.399333	inf	-nan	0.000000	-nan
2.440667	inf	-nan	0.000000	-nan
2.482000	inf	-nan	0.000000	-nan
2.523333	inf	-nan	0.000000	-nan
2.564667	inf	-nan	0.000000	-nan
2.606000	inf	-nan	0.000000	-nan
2.647333	inf	-nan	0.000000	-nan
2.688667	1.797393	-nan	0.003375	-nan
2.730000	1.242135	-nan	0.008566	-nan
2.771333	1.004986	-nan	0.012751	-nan
2.812667	0.814864	-nan	0.017540	-nan
2.854000	0.571290	-nan	0.026392	-nan
2.895333	0.665128	-nan	0.022548	-nan
2.936667	0.237423	-nan	0.046205	-nan
2.978000	0.333172	-nan	0.039350	-nan
3.019333	0.531943	-nan	0.028193	-nan
3.060667	0.078457	-nan	0.060325	-nan
3.102000	0.000000	-nan	0.068810	-nan
3.143333	0.017292	-nan	0.066843	-nan
3.184667	0.107446	-nan	0.057462	-nan
3.226000	0.266386	-nan	0.044014	-nan
3.267333	0.380922	-nan	0.036321	-nan
3.308667	0.306839	-nan	0.041127	-nan
3.350000	0.359464	-nan	0.037652	-nan
3.391333	0.501277	-nan	0.029681	-nan
3.432667	0.737295	-nan	0.019978	-nan
3.474000	0.596544	-nan	0.025297	-nan
3.515333	0.798347	-nan	0.018033	-nan
3.556667	0.539151	-nan	0.027854	-nan
3.598000	0.907366	-nan	0.015019	-nan
3.639333	0.911522	-nan	0.014915	-nan
3.680667	0.912413	-nan	0.014893	-nan
3.722000	0.606181	-nan	0.024892	-nan
3.763333	0.735013	-nan	0.020054	-nan
3.804667	0.745146	-nan	0.019716	-nan
3.846000	0.771917	-nan	0.018850	-nan
3.887333	1.251015	-nan	0.008439	-nan
3.928667	1.348826	-nan	0.007162	-nan
3.970000	1.213429	-nan	0.008988	-nan
4.011333	1.364622	-nan	0.006975	-nan
4.052667	1.529429	-nan	0.005290	-nan
4.094000	1.432813	-nan	0.006221	-nan
4.135333	1.429233	-nan	0.006259	-nan
4.176667	1.582512	-nan	0.004840	-nan
4.218000	1.733900	-nan	0.003754	-nan
4.259333	1.786301	-nan	0.003438	-nan
4.300667	2.090940	-nan	0.002063	-nan
4.342000	2.099682	-nan	0.002033	-nan
4.383333	1.741408	-nan	0.003707	-nan
4.424667	1.378545	-nan	0.006814	-nan
4.466000	1.365394	-nan	0.006966	-nan
4.507333	1.580935	-nan	0.004852	-nan
4.548667	1.851067	-nan	0.003084	-nan
4.590000	1.846470	-nan	0.003108	-nan
4.631333	1.981250	-nan	0.002479	-nan
4.672667	1.798169	-nan	0.003371	-nan
4.714000	1.771768	-nan	0.003523	-nan
4.755333	2.118640	-nan	0.001969	-nan
4.796667	2.016692	-nan	0.002336	-nan
4.838000	1.692743	-nan	0.004023	-nan
4.879333	1.928040	-nan	0.002711	-nan
4.920667	1.817202	-nan	0.003265	-nan
4.962000	2.070945	-nan	0.002133	-nan
5.003333	2.517387	-nan	0.001009	-nan
5.044667	2.777342	-nan	0.000652	-nan
5.086000	2.543068	-nan	0.000966	-nan
5.127333	2.605751	-nan	0.000870	-nan
5.168667	2.326288	-nan	0.001390	-nan
5.210000	2.390291	-nan	0.001248	-nan
5.251333	2.666469	-nan	0.000786	-nan
5.292667	2.823870	-nan	0.000603	-nan
5.334000	3.002936	-nan	0.000447	-nan
5.375333	3.055757	-nan	0.000409	-nan
5.416667	2.991560	-nan	0.000455	-nan
5.458000	2.993481	-nan	0.000454	-nan
5.499333	2.852879	-nan	0.000575	-nan
5.540667	2.872122	-nan	0.000556	-nan
5.582000	3.143375	-nan	0.000353	-nan
5.623333	3.248162	-nan	0.000296	-nan
5.664667	3.294951	-nan	0.000274	-nan
5.706000	3.193439	-nan	0.000325	-nan
5.747333	3.276653	-nan	0.000282	-nan
5.788667	3.348125	-nan	0.000250	-nan
5.830000	3.565041	-nan	0.000174	-nan
