#Coor		Free	+/-		Prob		+/-
1.820667	inf	-nan	0.000000	-nan
1.862000	inf	-nan	0.000000	-nan
1.903333	inf	-nan	0.000000	-nan
1.944667	inf	-nan	0.000000	-nan
1.986000	inf	-nan	0.000000	-nan
2.027333	inf	-nan	0.000000	-nan
2.068667	inf	-nan	0.000000	-nan
2.110000	inf	-nan	0.000000	-nan
2.151333	1.362353	-nan	0.007086	-nan
2.192667	0.805647	-nan	0.018028	-nan
2.234000	0.431606	-nan	0.033761	-nan
2.275333	0.430772	-nan	0.033809	-nan
2.316667	0.125421	-nan	0.056425	-nan
2.358000	0.000000	-nan	0.069637	-nan
2.399333	0.129109	-nan	0.056077	-nan
2.440667	0.118611	-nan	0.057073	-nan
2.482000	0.147402	-nan	0.054382	-nan
2.523333	0.144290	-nan	0.054667	-nan
2.564667	0.126310	-nan	0.056341	-nan
2.606000	0.033429	-nan	0.065840	-nan
2.647333	0.119666	-nan	0.056972	-nan
2.688667	0.072365	-nan	0.061677	-nan
2.730000	0.274986	-nan	0.043905	-nan
2.771333	0.361474	-nan	0.037976	-nan
2.812667	0.504437	-nan	0.029879	-nan
2.854000	0.684653	-nan	0.022084	-nan
2.895333	0.752701	-nan	0.019702	-nan
2.936667	0.758717	-nan	0.019504	-nan
2.978000	0.947581	-nan	0.014208	-nan
3.019333	0.897584	-nan	0.015451	-nan
3.060667	0.908910	-nan	0.015160	-nan
3.102000	1.170829	-nan	0.009770	-nan
3.143333	1.064444	-nan	0.011679	-nan
3.184667	1.225078	-nan	0.008920	-nan
3.226000	1.576698	-nan	0.004946	-nan
3.267333	1.737047	-nan	0.003779	-nan
3.308667	1.645753	-nan	0.004405	-nan
3.350000	1.746052	-nan	0.003723	-nan
3.391333	1.973789	-nan	0.002541	-nan
3.432667	1.989827	-nan	0.002473	-nan
3.474000	2.234011	-nan	0.001642	-nan
3.515333	1.917891	-nan	0.002791	-nan
3.556667	1.890088	-nan	0.002924	-nan
3.598000	2.128994	-nan	0.001958	-nan
3.639333	2.168439	-nan	0.001833	-nan
3.680667	2.642517	-nan	0.000828	-nan
3.722000	2.313164	-nan	0.001438	-nan
3.763333	2.399508	-nan	0.001244	-nan
3.804667	2.284100	-nan	0.001510	-nan
3.846000	2.336492	-nan	0.001383	-nan
3.887333	2.364544	-nan	0.001319	-nan
3.928667	3.014409	-nan	0.000443	-nan
3.970000	2.737607	-nan	0.000706	-nan
4.011333	2.823760	-nan	0.000611	-nan
4.052667	2.962379	-nan	0.000484	-nan
4.094000	2.823925	-nan	0.000610	-nan
4.135333	2.908281	-nan	0.000530	-nan
4.176667	2.893526	-nan	0.000543	-nan
4.218000	2.834831	-nan	0.000599	-nan
4.259333	2.656944	-nan	0.000808	-nan
4.300667	2.637734	-nan	0.000834	-nan
4.342000	2.531117	-nan	0.000998	-nan
4.383333	2.534433	-nan	0.000992	-nan
4.424667	2.622662	-nan	0.000856	-nan
4.466000	2.656991	-nan	0.000808	-nan
4.507333	2.494879	-nan	0.001060	-nan
4.548667	2.435725	-nan	0.001171	-nan
4.590000	2.482077	-nan	0.001083	-nan
4.631333	2.536639	-nan	0.000988	-nan
4.672667	2.497773	-nan	0.001055	-nan
4.714000	2.733855	-nan	0.000710	-nan
4.755333	2.653604	-nan	0.000812	-nan
4.796667	2.377602	-nan	0.001291	-nan
4.838000	2.193782	-nan	0.001757	-nan
4.879333	2.579781	-nan	0.000919	-nan
4.920667	2.594451	-nan	0.000897	-nan
4.962000	2.861522	-nan	0.000573	-nan
5.003333	2.794606	-nan	0.000641	-nan
5.044667	2.978724	-nan	0.000471	-nan
5.086000	2.918836	-nan	0.000521	-nan
5.127333	2.486528	-nan	0.001075	-nan
5.168667	2.440928	-nan	0.001161	-nan
5.210000	2.507354	-nan	0.001038	-nan
5.251333	2.660418	-nan	0.000803	-nan
5.292667	2.827168	-nan	0.000607	-nan
5.334000	3.016582	-nan	0.000442	-nan
5.375333	3.383169	-nan	0.000239	-nan
5.416667	3.828241	-nan	0.000113	-nan
5.458000	inf	-nan	0.000000	-nan
5.499333	inf	-nan	0.000000	-nan
5.540667	inf	-nan	0.000000	-nan
5.582000	inf	-nan	0.000000	-nan
5.623333	inf	-nan	0.000000	-nan
5.664667	inf	-nan	0.000000	-nan
5.706000	inf	-nan	0.000000	-nan
5.747333	inf	-nan	0.000000	-nan
5.788667	inf	-nan	0.000000	-nan
5.830000	inf	-nan	0.000000	-nan
